No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
125,The Book Censor's Library,Fantasy,Bothayna Al-Essa,"Seorang penyensor buku pemula berusaha memenuhi tugasnya untuk menemukan berbagai pelanggaran yang membuat buku-buku menjadi tidak layak untuk diterbitkan. Tiga tabu utama yang dilarang untuk disinggung dalam sebuah buku, yaitu yang berkaitan dengan Tuhan, pemerintah, dan seks. Buku-buku yang diperbolehkan beredar adalah yang mengumbar janji manis tentang meraih kesuksesan, kekayaan, cinta, dan kebahagian tanpa usaha nyata. Namun, sebuah buku membuat hidupnya tidak pernah sama lagi. Penyensor buku pemula itu menghafal seluruh kalimat dalam buku tersebut seolah-olah telah membacanya seumur hidup. Ketika dirinya tidak mampu lagi menentukan garis pemisah antara imajinasi dan kenyataan, penyensor buku pemula berusaha untuk tetap berpegang teguh pada Sistem agar tidak membahayakan keluarganya meski jiwanya terasa kosong. Sebagai penjaga permukaan dunia, dia telah tenggelam dalam labirin makna. ",2025,308,"3,85",Reflective,Dark,Suspenseful,covers/the_book_censors_library.jpg
126,White Wedding,Fantasy,Ziggy Zezsyazeoviennazabrizkie,"Hal-hal terburuk di dunia terjadi pada Elphira saat dia masih kecil: ayahnya jatuh sakit, ibunya terguncang, dia terlahir. Dan di setiap mimpi buruk, warna putih selalu muncul mengiringi. Lalu, dia bertemu Sierra yang mengingatkan Elphira akan ayahnya, ibunya, neneknya, bahwa dia dikelilingi orang-orang yang menyayanginya, dan warna putih tidak hadir untuk membawa kesedihan dalam hidupnya. ",2025,257,"4,03",Hopeful,Heartwarming,Sad,covers/white_wedding.jpg
127,The Alley of Fantasy Bookshops,Fantasy,"Cho Young Joo,Chung Myung Seob, Kim Seol Ah,Lee Jinn,Lim Jih Young","Dulu, gang ini ramai oleh pencinta buku. Kini, yang tersisa hanya satu toko—Toko Buku Kuburan. “Tunggu… buku-buku ini bisa bicara?” “Tentu. Ini kuburan bagi mereka yang tak pernah dibaca.” “Kenapa cerewet sekali?” “Karena mereka punya banyak unek-unek. Sejak lahir sebagai buku, mereka belum pernah dibaca sampai selesai. Bagaimana unek-uneknya tidak banyak? Buku tanpa pembaca itu sama dengan pengoceh yang dibungkam.”",2025,196,"3,52",Reflective,Heartwarming,Happy/Funny,covers/the_alley_of_fantasy_bookshops.jpg
128,The Bookstore of Illusion,Fantasy,So Seo-rim,"Di antara rak-rak buku yang berdebu, tersembunyi rahasia yang tidak seharusnya ditemukan. Ketika Yeon-seo kehilangan harapan untuk menjadi penulis, dia menemukan sebuah toko buku asing. Toko yang tanpa alamat maupun papan nama. Hanya deretan buku yang seakan memanggilnya masuk. Awalnya dia hanya ingin mengistirahatkan diri di dalam toko itu. Namun ketika pemilik toko mengajaknya bergabung untuk mendengarkan cerita, dia terlarut. Sang pemilik toko pun penuh teka-teki, seakan tahu lebih banyak tentang dirinya daripada yang dia bayangkan. Namun, semakin dia menyelami kisah-kisah yang ada di sana, semakin kabur batas antara kenyataan dan ilusi. Hingga akhirnya, dia harus menghadapi pertanyaan yang paling menakutkan: Kenapa dia terus kembali ke toko buku tersebut dan kepada pemiliknya?",2025,230,"3,22",Suspenseful,Reflective,Hopeful,covers/the_bookstore_of_illusion.jpg
129,"The Red Hair, a Thief and Dragons",Fantasy,8ellacious,"""Apa harta, takhta, dan keluarga bisa menjamin kebahagiaan seseorang?"" Belle tidak tahu bahwa ia harus menjadi seorang putri dan menempuh perjalanan panjang hanya untuk mendapat jawaban dari pertanyaan itu. Dalam perjalanannya, seorang pencuri yang selalu mengganggu, tiba-tiba memberinya sebuah tantangan. ""Berkelilinglah di sekitar kastel saat tengah malam. Kalau kau sudah tahu apa yang kumaksud, kau boleh menangkapku."" Namun, yang didapatkannya saat melakukan tantangan itu adalah terkuaknya ilusi yang selama ini ia percaya. Kastel tempat Belle tinggal tidaklah aman. Orang-orang yang ia kenal tidak sepenuhnya baik. Dan orang-orang yang ia anggap penjahat ternyata hanya terdesak keadaan. Belle harus mengambil tindakan sesegera mungkin. Atau nyawa semua orang akan terancam.",2025,399,"4,39",Reflective,Thrilling,Hopeful,covers/the_red_hair_a_thief_and_dragons.jpg
130,Sang Kawaris,Fantasy,Poppy D. Chusfani,"Para Kawaris memiliki tanggung jawab turun-temurun untuk mengurung Bangkawarah, makhluk-makhluk gaib jahat yang tidak bisa dilihat manusia biasa. Mereka bekerja di balik bayang-bayang, menggunakan kekuatan mereka demi melindungi manusia dari ancaman yang tidak mereka ketahui. Terlahir sebagai Kawaris tidaklah terhindarkan, tapi memikul bebannya adalah pilihan. Dian yang penakut tidak sanggup memikul beban itu. Dia pergi kuliah di tempat yang cukup jauh dari rumah, dan berharap bisa menjalani kehidupan normal. Beberapa minggu sebelum wisuda, tiga cewek populer di kampus mengerjai Dian dengan menguncinya di ruangan bangunan tua yang angker. Mereka tidak tahu bahwa di dalam sana ada Bangkawarah yang menyakitinya. Trauma menimbulkan dendam. Jika manusia mencelakakan Kawaris yang seharusnya melindungi mereka, sedikit balas dendam tentunya bisa dipahami.",2025,288,"3,92",Reflective,Dark,Thrilling,covers/sang_kawaris.jpg
131,Life of Pi,Fantasy,Yann Martel,"Pada tanggal 21 Juni 1977, kapal barang Tsimtsum berlayar dari Madras menuju Canada. Pada tanggal 2 Juli, kapal itu tenggelam di Samudra Pasifik. Hanya satu sekoci berhasil diturunkan, membawa penumpang seekor hyena, seekor zebra yang kakinya patah, seekor orang-utan betina, seekor harimau Royal Bengal seberat 225 kg, dan Pi—anak lelaki India berusia 16 tahun. Selama lebih dari tujuh bulan sekoci itu terombang-ambing di Samudra Pasifik yang biru dan ganas. Di Samudra inilah sebagian Kisah Pi berlangsung. Kisah yang luar biasa, penuh keajaiban, dan seperti ucapan salah satu tokoh di dalamnya, kisah ini akan membuat orang percaya pada Tuhan.",2025,448,"3,94",Hopeful,Reflective,Thrilling,covers/life_of_pi.jpg
132,Warisan: Inheritance,Fantasy,Christoper Paolini,"Semua berawal dengan Eragon… Dan berakhir dengan Warisan. Beberapa waktu lalu, Eragon––Shadeslayer, Penunggang Naga––bukanlah siapa-siapa, hanya bocah petani miskin. Naganya, Saphira, cuma batu biru di hutan. Sekarang, nasib seluruh umat manusia berada di tangan mereka. Latihan dan pertempuran selama berbulan-bulan yang panjang membawa kemenangan dan harapan, tapi juga duka mencekam. Namun, pertempuran yang sesungguhnya belumlah terjadi: mereka harus berhadapan dengan Galbatorix. Mereka mesti cukup kuat untuk mengalahkannya. Dan kalau mereka tidak mampu, berarti yang lain tidak punya peluang. Tidak ada yang menyangka sang Penunggang dan naganya akan mampu sampai sejauh ini. Tetapi, sanggupkah mereka menggulingkan si raja jahat dan mengembalikan keadilan ke Alagaësia? Dan kalaupun sanggup, seberapa besarkah pengorbanan yang harus dilakukan?",2025,920,"4,17",Hopeful,Thrilling,Inspiring,covers/warisan.jpg
133,Yang Pertama: Eldest,Fantasy,Christoper Paolini,"Eragon dan naganya, Saphira, berhasil menyelamatkan para pemberontak dari Raja Galbatorix, penguasa kejam Kekaisaran. Sekarang Eragon harus pergi ke Ellesméra, negeri para elf, untuk mempelajari lebih dalam ilmu sihir dan ilmu pedang, keahlian utama Penunggang Naga. Perjalanan yang luar biasa itu membuatnya sampai di banyak tempat memikat dan menemui orang-orang yang menakjubkan. Setiap hari merupakan petualangan baru. Namun kekacauan dan pengkhianatan menghantui, Eragon jadi tidak tahu siapa yang bisa dipercayainya. Sementara itu, sepupunya Roran kembali harus menghadapi pertempuran di Carvahal---pertempuran yang menyebabkan Eragon berada dalam bahaya yang lebih besar. Apakah tangan penuh darah sang raja akan menghantam semua usaha untuk melawannya? Eragon kali ini mungkin takkan berhasil meloloskan diri, biarpun dengan mengorbankan nyawanya.",2025,736,"4,05",Thrilling,Hopeful,Inspiring,covers/yang_pertama.jpg
134,Brisingr,Fantasy,Christoper Paolini,"Eragon dan naganya, Saphira, berhasil bertahan hidup setelah pertempuran kolosal melawan para prajurit Kekaisaran di Dataran Membara. Namun masih banyak yang harus dihadapi sang Penunggang dan naganya ini. Eragon harus menyelamatkan Katrina, kekasih Roran, dari cengkeraman Raja Galbatorix, sesuai janjinya pada abangnya itu. Tetapi kaum Varden, elf, dan kurcaci pun membutuhkan sang Penunggang. Ketika keresahan melanda para pemberontak dan bahaya mengincar dari segala arah, Eragon harus menentukan pilihan---pilihan yang akan membawanya ke seluruh penjuru Kekaisaran, bahkan lebih. Pilihan yang bisa saja memaksanya melakukan pengorbanan tak terbayangkan.",2025,864,"4,11",Reflective,Thrilling,Hopeful,covers/brisingr.jpg
135,Embrace of Endless Night,Fantasy,Porknoodle,"Morana Castello hanyalah gadis yang baru saja merayakan debutante saat keluarganya dinyatakan bangkrut. Demi bertahan hidup, mereka harus melipir ke desa terpencil bernama Avenell. Mora dipaksa untuk keluar dari zona nyamannya, melakukan segala cara untuk mengisi perut, termasuk berburu di hutan hingga telapak tangannya dipenuhi luka serta kapalan. Tidak apa, asalkan ayah dan adiknya tidak kelaparan saat tengah malam. Hingga pada suatu malam, Mora melakukan kesalahan besar dengan membunuh seekor burung gagak. Siapa yang menyangka burung gagak bermata merah itu merupakan hewan peliharaan sekaligus mata-mata milik mitos paling legendaris di tanah Elisora? Noir namanya. Orang-orang mengatakan bahwa dia adalah awal dan akhir, eksistensi yang dikutuk untuk melihat segalanya. Ada juga yang mengatakan bahwa Noir menjadikan hati gadis perawan sebagai makan siangnya demi menjaga fisik tetap awet muda. Jadi, menurut Mora, berurusan dengan Noir sama sekali bukan keberuntungan.",2025,384,"4,5",Suspenseful,Dark,Hopeful,covers/embrace_of_endless_night.jpg
136,The Magic Library,Fantasy,Jostein Gaarder,"Dua saudara sepupu, Berit dan Nils, tinggal di kota yang berbeda. Untuk berhubungan, kedua remaja ini membuat sebuah buku-surat yang mereka tulisi dan saling kirimkan di antara mereka. Anehnya, ada seorang wanita misterius, Bibbi Bokken, yang mengincar buku-surat itu. Bersama komplotannya, tampaknya Bibbi menjalankan sebuah rencana rahasia atas diri Berit dan Nils. Rencana itu berhubungan dengan sebuah perpustakaan ajaib dan konspirasi dunia perbukuan. Berit dan Nils tidak gentar, bahkan bertekad mengungkap misteri ini dan menemukan Perpustakaan Ajaib.",2025,290,"3,78",Suspenseful,Hopeful,Happy/Funny,covers/the_magic_library.jpg
137,Cecilia and the Angel,Fantasy,Jostein Gaarder,"Malam Natal tahun ini sungguh menyedihkan bagi Cecilia. Dia sakit keras dan mungkin tak akan pernah sembuh. Cecilia marah dan menganggap Tuhan tak adil. Namun, terjadi keajaiban. Seorang malaikat—Ariel namanya—mengunjungi Cecilia. Mereka berdua kemudian membuat perjanjian. Cecilia harus memberitahukan seperti apa rasanya menjadi manusia dan Malaikat Ariel akan memberitahunya seperti apa surga itu.",2025,220,"3,81",Reflective,Hopeful,Sad,covers/cecilia_and_the_angel.jpg
138,Berpayung Tuhan,Fantasy,Jaquenza Eden,"Katanya, setelah seseorang meninggal dunia akan dihadapkan pada sebuah layar besar. Di mana akan ditampilkan setiap adegan dari pertama kali lahir ke dunia hingga akhirnya kembali kepada Sang Pencipta. Maka, disinilah Khalil berada. Di ruangan serba putih yang sepi, sunyi, dan hanya diisi oleh dirinya sendiri dengan sebuah televisi berukuran besar. Khalil Syailendra, laki-laki berusia 25 tahun, penyair dan penulis yang memulai kariernya 7 tahun yang lalu. Sebelum ulang tahunnya yang ke 26, ia menggunakan tangannya untuk merenggut nyawanya sendiri. la pikir, segala penderitaannya akan berakhir apabila ia mengakhiri hidupnya, lalu Ibu dan Bapak akan berbahagia, dan keduanya pun akan tetap menjalani hidup seperti biasanya. Namun, ternyata ia salah, Ibu dan Bapak tak lagi pernah berbahagia. Jiwa keduanya seperti ikut mati dan terkubur bersama Khalil. Lantas, setelah menyaksikan setiap adegan yang diputar bagaikan klip film itu, apa yang dirasakan oleh Khalil Syailendra?Apa yang ia rasakan setelah menjadi bagian dari sebuah kematian yang ia rencanakan?",2025,252,"4,13",Reflective,Sad,Hopeful,covers/berpayung_tuhan.jpg
139,Memorial Perfume Shop,Fantasy,Jin Seolla,"“Tidak ada satu pun kehidupan yang tidak berkilau.” Ketika aroma mampu mengandung kenangan tak terbendung, Memorial Perfume Shop hadir untuk menampungnya. Toko parfum ajaib ini menyambut para klien terpilih yang ingin menumpahkan beban kerinduan akibat ditinggal orang terkasih. Melalui racikan parfum, Jin Doo Ri, manajer toko parfum, dan Joyful, peracik parfum jenius, menyembuhkan jiwa-jiwa terluka agar mereka mampu menjalani sisa hidup tanpa penyesalan. Rasa sakit orangtua yang kehilangan putrinya, perempuan yang ditinggal kekasihnya, hingga hewan peliharaan yang ditinggal tuannya, disembuhkan secara ajaib di toko ini. Tak peduli seberapa parahnya duka, sesulit apa masalah, serta siapa pun jiwa yang menderita itu, Jin Doo Ri dan Joyful selalu berhasil menyelesaikan semuanya. Namun, di lain sisi, siapa yang akan menyembuhkan duka yang mereka berdua simpan dalam hati?",2025,234,"3,47","Heartwarming
",Sad,Hopeful,covers/memorial_perfume_shop.jpg
140,The Monarch's Vagary,Fantasy,Duskintherain,"Gadis itu tidak pernah tahu bahwa segala yang ditulisnya ternyata melahirkan semesta baru. Seo Hae In, seorang penulis terkenal asal Korea Selatan yang baru saja meluncurkan novel terbarunya dan akan segera diangkat dalam sebuah serial drama, justru harus terlibat dalam sebuah kecelakaan yang menewaskan nyawanya. Detik berikutnya ketika sang dara membuka mata, Seo Hae In justru terbangun menjadi salah satu karakter paling menyedihkan bernama Avadiéra Everleigh dalam novel yang ia tulis sendiri, berjudul The Monarch's Vagary. Memulai sebuah kehidupan baru yang ia jalani setelah kematiannya, Avadiéra seharusnya berakhir terbunuh secara tragis. Mungkin … kehadiran dirinya sebagai sang penulis dalam kisah itu akan membawanya pada akhir yang berbeda. Akhir yang sanggup mengguncang seantero semesta raya. This lore is … about rewriting the afterlife that the universe has given to me.",2025,568,"4,38",Hopeful,Reflective,Suspenseful,covers/the_monarchs_vagary.jpg
141,Kita Pergi Hari Ini,Fantasy,Ziggy Zezsyazeoviennazabrizkie,"Cara Lain adalah Kucing. Mi dan Ma dan Mo tidak pernah menyaksikan kucing seperti Nona Gigi. Sebab Nona Gigi adalah Kucing Luar Biasa— kucing yang di luar kebiasaan. Nona Gigi adalah Cara Lain untuk menjaga Mi dan Ma dan Mo ketika Bapak dan Ibu Mo keluar rumah mencari uang. Sebab di Kota Suara, semua uang di dasar laut telah dijarah para perompak, uang di bawah tanah telah dikeruk para perampok, dan uang di ranting pohon telah diambil pengusaha kayu yang jahat. Nona Gigi mengajak Mi dan Ma dan Mo dan Fifi dan Fufu—anak kembar Tetangga Baru bertualang mengunjungi tempat-tempat indah. Mereka naik Kereta Air, bertemu Kolonel Jagung, bermain di Sirkus Sendu, dan menyaksikan kemegahan Kota Terapung Kucing Luar Biasa. Kita pergi hari ini. Ke tempat-tempat indah dalam mimpi-mimpi anak-anak baik-baik.  ",2025,208,"4,31","Heartwarming
",Hopeful,Happy/Funny,covers/kita_pergi_hari_ini.jpg
142,The Enchantress,Fantasy,Michael Scott,"Hidup Nicholas dan Perenelle Flamel tersisa satu hari lagi, namun masih ada pekerjaan yang harus dilakukan. Mereka harus mempertahankan San Francisco. Monster-monster yang terkumpul di Pulau Alcatraz telah dilepas dan dalam perjalanan ke kota. Jika tidak dihentikan, mereka akan menghancurkan segala sesuatu yang mereka lalui, termasuk manusia. Meskipun mendapatkan bantuan dari dua prajurit terbesar dalam sejarah dan mitos, dapatkah sang Sorceress dan sang Alchemyst mempertahankan kota? Ataukah ini awal dari kehancuran humani? ",2024,634,"4,24",Thrilling,Hopeful,Dark,covers/the_enchantress.jpg
143,Tujuh Kelana,Fantasy,Nellaneva,"""Permata itu adalah kunci suatu `gerbang` yang telah kaumku jaga beratus-ratus tahun lamanya. Aku belum pernah mendengar cerita bahwa dia bisa bersinar di dalam genggaman atau dapat menimbulkan rasa sakit.... Pasti ada sesuatu di baliknya, sesuatu yang belum kami ketahui,"" ujar Alto, terduduk di karpet dan membenamkan kepala pada telapak tangan. ""Nyatanya, kamu membuat fragmen kunci bersinar. Kamu juga tahu letak fragmen kunci lainnya. Lagi-lagi kutanyakan ini, siapa kamu sebenarnya?"" Aku pun tidak tahu jawabannya. Yang jelas, saat aku membereskan gudang di rumah, tanpa sengaja aku menemukan sebongkah permata merah di dalam kotak beledu. Jika kusentuh, permata itu akan menyala terang. Bingung bercampur panik, kututup kotak itu. Namun, sejak saat itu pula aku dipertemukan dengan si lelaki bermasker hitam, Alto Rialtiorre. Dia memaksaku untuk menyerahkan permata merah, tapi aku menolaknya. Betapa tidak? Ini adalah peninggalan dari kakekku. Mana boleh aku melepaskannya begitu saja?! Anehnya, beberapa kali seorang perempuan berambut pirang dengan jubah merah terus mendatangi mimpiku, berkata bahwa aku adalah dia, dia adalah aku. Kami adalah satu, dan aku harus bersatu dengan Kaum Pelindung untuk mengalahkan Para Pengkhianat. Aku, Zarra Mediana, bersama permata merah, kini hidupku berubah.",2024,356,"4,13",Suspenseful,Thrilling,Hopeful,covers/tujuh_kelana.jpg
144,Eragon,Fantasy,Christoper Paolini,"Aku berpikir lama dan mendalam selama beberapa hari terakhir, dan kusadari apa artinya menjadi naga dan Penunggang: sudah menjadi takdir kita untuk mencoba yang mustahil, melakukan perbuatan-perbuatan besar tanpa memedulikan rasa takut. Itulah tanggung jawab kita pada masa depan. Suatu hari Eragon, anak petani miskin berusia lima belas tahun, menemukan “batu” biru yang indah. Ternyata batu itu telur naga! Ditemani Brom si pendongeng tua dan naga yang dinamainya Saphira, Eragon belajar berbagai hal mengenai sejarah dan naga. Brom juga mengajarkan ilmu sihir dan ilmu pedang karena ternyata Eragon adalah penerus klan para Penunggang Naga. Klan ini punah akibat ditumpas Raja Galbatorix yang kejam. Berbekal ilmu dari Brom, Eragon bertekad membangun kembali klan Penunggang Naga, meskipun itu berarti ia harus menghadapi berbagai makhluk ajaib seperti elf, kurcaci, Urgal, Ra’zac, dan Shade, yang memiliki ilmu jauh lebih tinggi daripada dirinya.",2024,568,"3,97",Inspiring,Hopeful,Thrilling,covers/eragon.jpg
145,Daughter of the Moon Goddess,Fantasy,Sue Lynn Tan,"Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan. Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang.",2024,520,"4,06",Suspenseful,Hopeful,Emotional,covers/daughter_of_the_moon_goddes.jpg
146,Heart of the Sun Warrior,Fantasy,Sue Lynn Tan,"Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?",2024,484,"3,99",Thrilling,Sad,Hopeful,covers/heart_of_the_sun_warrior.jpg
147,We Free the Stars,Fantasy,Hafsah Faizal,"Pertempuran memang sudah usai. Hutan terkutuk memang telah musnah. Bagaimanapun, Zafira dan Nasir masih bersikukuh untuk menyelesaikan rencana: mengembalikan jantung Para Saudari Kuno ke menara tiap-tiap khilafah dan pada akhirnya mengembalikan sihir ke tanah Arawiya. Sayangnya, mereka kekurangan sekutu dan seluruh kesultanan dihantui ketakutan akan kembalinya Singa Malam. Sementara komplotan mereka bersiasat untuk menjauhkan kesultanan dari ancaman terbesar, Nasir berupaya untuk mengontrol sihir yang mengalir dalam aliran darahnya. Dia harus belajar untuk mengasah kemampuannya agar bisa menjadi senjata, menjadi tameng tak hanya dari serangan Singa Malam tapi juga dari ayahnya sendiri. Zafira juga sibuk memerangi jenis kegelapan lain—kegelapan yang bergumam, yang membuatnya nyaris gila. Dalam bayang-bayang yang kian pekat dan kian dekat, Nasir dan Zafira harus mengorbankan sesuatu yang sangat berharga jika ingin keadaan kembali seperti sediakala.",2024,752,"4,18",Dark,Thrilling,Sad,covers/we_free_the_stars.jpg
148,Hotel Magnifique,Fantasy,Emily J. taylor,"“Kudengar para tamu menyesap emas cair dari gelas sampanye untuk sarapan.” “Mereka bilang bantal-bantalnya bukan berisi bulu, melainkan pusaran awan—” “Dengar-dengar, tiap malam, kau akan menyeberangi dunia tiga kali—” Hotel legendaris itu muncul tiba-tiba pada tengah malam dan kembali menghilang pada tengah malam berikutnya, terkenal sebagai satu-satunya tempat di dunia yang menjanjikan sihir memukau yang tak terbayangkan. Undangan hanya diperuntukkan bagi mereka yang kaya, dan dibagikan secara acak kepada mereka yang beruntung, dengan syarat bahwa setelah dua minggu menginap, semua ingatan mereka tentang hotel itu akan lenyap, hanya menyisakan sensasi bahagia yang meluap-luap. Yang tersebar hanya gosip simpang siur mengenai apa yang terjadi di dalam. Tahun ini, Hotel Magnifique membuka lowongan dan Jani, yang selama ini hidup miskin, tergiur akan kesempatan langka itu. Dia perlu memberikan kehidupan yang lebih baik bagi adilnya dan dia tidak keberatan untuk bekerja keras. Hotel seterkenal itu pastinya membayar stafnya dengan baik, bukan? Sayangnya, ketika mencoba masuk untuk mencari tahu, hotel itu menolak,membarikade diri dengan dinding tak tertembus bagi mereka yang tak memiliki undangan ataupun kontrak kerja. Jani pun bertekad untuk lolos wawancara. Namun, benarkah sekadar demi uang? Atau sihir yang ditawarkan hotel itu berhasil membuat Jani terpikat?",2024,416,"3,76",Suspenseful,Hopeful,Happy/Funny,covers/hotel_magnifique.jpg
149,Mari Pergi Lebih Jauh,Fantasy,Ziggy Zezsyazeoviennazabrizkie,"Fifi ditangkap Kucing-Kucing Luar Biasa. Namun, Ibu Mo dan Ibu Tetangga Sebelah bilang Fifi hanya bayangan cermin yang selalu dibawa Fufu. Fifi sedari awal tidak benar-benar ada. Kucing Luar Biasa hanyalah kucing, kuping yang digoreng krispi sebenarnya jamur kuping, jagung tidak bisa mengendalikan kereta; Mi dan Ma dan Mo hanya bermimpi. Mi dan Ma dan Mo merencanakan sesuatu ketika Bapak dan Ibu Mo meninggalkan Rumah Merah nomor 17 dan mencari uang karena uang di Kota Suara tidak lagi tersimpan di dasar laut, di bawah tanah, atau di ranting pohon Mi dan Ma dan Mo harus terlebih dahulu membebaskan Fufu dari Rumah Sakit Jiwa yaitu rumah untuk orang yang jiwanya disakiti, kemudian mencari cara lain yang bukan Cara Lain agar bisa mencari keberadaan Fifi. Di sanalah Mi dan Ma dan Mo berjumpa dengan Petronella, tokoh baru yang adalah anak yang sangat pintar. Bersama Mi dan Ma dan Mo dan Petronella, Mari Pergi Lebih Jauh.",2024,217,"4,01",Sad,Suspenseful,Heartwarming,covers/mari_pergi_lebih_jauh.jpg
150,"Princess, Bajak Laut & Alien",Fantasy,Clara Ng,"MIKAL ingin memahami kenapa ayahnya harus diambil secepat itu secara tragis. Pikiran itu kerap memberatkan hati, membuatnya menjalani hari dengan muram. Namun ketika terperangkap di Son Nokta, dunia tanpa titik akhir, Mikal bertemu Princess, yang sekalipun matanya bolong sebelah, selalu ceria dan optimistis. AGUNG ingin memahami apa maksud hadirnya di dunia ketika kekurangan fisik, kemalangan, dan nasib buruk selalu menyertai langkahnya. Agung kerap bertanya, “Kalau Tuhan benci sekali padaku, buat apa aku lahir?” Perjalanan berliku Agung untuk mencari jawaban itu mempertemukannya dengan Bajak Laut dan sebuah kesempatan untuk menjadi seorang penguasa. TROY ingin memahami tentang rasa keterasingan, bak Alien yang tidak pernah meninggalkannya sedari kecil. Ketika Troy berpikir dunianya mulai cerah dan hangat berkat cinta dan dukungan seorang sahabat jiwanya, tragedi merenggut itu dari Troy. Seketika dan tiba-tiba. Disertai sesal yang mengekal, Troy kembali menjadi Alien, terasing di sekitar yang bising dan hidup. Seperti meneropong sebuah kaleidoskop, ayo intip ke dunia kanak-kanak dan dewasa yang saling bertabrakan dan jungkir balik.",2024,336,"3,67",Reflective,Sad,Hopeful,covers/princess_bajak_laut_dan_alien.jpg
151,Sunrise on the Reaping,Sci-Fi,Suzanne Collins,"Ketika kau dirancang untuk kehilangan semua yang kau cintai, apa yang tersisa untuk diperjuangkan? Pada hari pemungutan kelima puluh, untuk menghormati Quarter Quell, 48 anak-anak distrik direnggut dari rumah mereka untuk bertarung sampai mati di Hunger Games. Ketika nama Haymitch Abernathy dipanggil sebagai peserta, ia bisa merasakan semua mimpinya hancur. Ia terpisah dari keluarga dan gadis yang ia cintai untuk digiring ke Capitol bersama tiga peserta Distrik 12 lainnya: seorang teman yang ia anggap adik, seorang penghitung peluang yang dibenci, dan seorang gadis paling sombong di kota. Saat Hunger Games dimulai, Haymitch mengerti bahwa ia telah diatur untuk gagal. Tapi ada sesuatu dalam dirinya yang ingin bertarung... dan pertarungan itu bergema jauh melampaui arena yang mematikan.",2025,520,"4,5",Inspiring,Thrilling,Sad,covers/sunrise_on_the_reaping.jpg
152,The Humans,Sci-Fi,Matt Haig,"Ketika sesosok alien tiba di Bumi, kesan pertamanya terhadap manusia jauh dari kata positif. Karena itu ia ingin segera menyelesaikan misinya dan melepaskan samarannya sebagai Profesor Andrew Martin, matematikawan terkemuka di Universitas Cambridge. Sebagai bagian dari masyarakat yang sudah mencapai keabadian dan pengetahuan tak terbatas, ia sungguh jijik dengan penampilan manusia, makanan mereka, serta perang yang ia saksikan di berita. Tak hanya itu, konsep absurd seperti cinta dan keluarga benar-benar membuatnya bingung. Namun seiring waktu, ia mulai memahami bahwa spesies aneh ini berbeda dari penilaian awalnya. Ia mulai minum anggur, membaca puisi Emily Dickinson, mendengarkan musik Talking Heads, dan perlahan terhubung dengan keluarga Andrew Martin. Ia belajar bahwa rasa sakit, sedih, dan takut adalah bagian dari menjadi manusia serta ada harapan dalam ketidaksempurnaan manusia. Semua ini membuatnya mulai mempertanyakan misi yang membawanya ke Bumi—misi yang bukan hanya bertujuan menghambat kemajuan manusia, tetapi juga melibatkan pembunuhan.",2025,392,"4,07",Reflective,Hopeful,Heartwarming,covers/the_humans.jpg
